cvegeo,cve_ent,cve_mun,cluster_id,n_observaciones,dias_con_firms,dias_con_conafor,dias_con_smn,firms_total,cluster_label,cluster_name,nivel_actividad_firms,nivel_confirmacion_conafor,nivel_cobertura_smn,color_sugerido,orden_visualizacion
11036,11,36,1,2101,70,0,2066,97.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
11037,11,37,1,4561,628,18,4561,1347.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
11038,11,38,1,1695,72,0,1652,138.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
11039,11,39,1,8,0,0,8,0.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
11040,11,40,1,310,0,0,310,0.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
11042,11,42,1,3685,689,5,3685,1762.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
11043,11,43,1,2942,10,8,2935,21.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
11045,11,45,1,2380,10,2,2380,18.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
11046,11,46,1,2939,518,2,2750,1256.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
12001,12,1,1,5994,1683,283,5851,14455.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
12002,12,2,1,4165,301,9,4151,1238.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
12003,12,3,1,2891,709,14,2811,5644.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
12004,12,4,1,2530,226,10,2529,984.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
12005,12,5,1,7,0,0,7,0.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
12006,12,6,1,2385,405,11,2384,2644.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
12007,12,7,1,2864,676,11,2827,4630.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
12008,12,8,1,3078,289,31,3050,1977.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
12009,12,9,1,8,8,0,0,57.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
12010,12,10,1,109,106,8,0,593.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
12011,12,11,1,2705,476,32,2699,2563.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
12012,12,12,1,2599,345,9,2579,1299.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
12013,12,13,1,93,1,0,93,1.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
12014,12,14,1,4698,432,1,4620,884.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
12015,12,15,1,4070,148,16,4070,496.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
12016,12,16,1,4330,755,7,4330,6904.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
12017,12,17,1,4207,381,3,4150,911.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
12018,12,18,1,30,0,0,30,0.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
12019,12,19,1,3132,268,10,3132,1105.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
12020,12,20,1,314,305,17,0,1187.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
12021,12,21,1,5141,1153,70,5086,7295.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
12022,12,22,1,2958,793,21,2925,7296.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
12024,12,24,1,660,24,0,657,80.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
12025,12,25,1,3380,501,0,3277,3243.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
12026,12,26,1,988,71,2,964,216.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
12027,12,27,1,4885,792,6,4885,5664.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
12028,12,28,1,3232,267,3,3190,572.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
12029,12,29,1,4146,747,289,4121,4023.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
12032,12,32,1,140,92,7,94,1301.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
12033,12,33,1,2500,218,9,2490,798.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
12034,12,34,1,4417,523,24,4416,2279.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
12035,12,35,1,5691,640,15,5691,1619.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
12036,12,36,1,24,1,0,24,1.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
12037,12,37,1,3728,80,2,3725,114.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
12038,12,38,1,3658,726,8,3594,6809.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
12039,12,39,1,3213,401,33,3113,1643.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
12040,12,40,1,3656,337,54,3642,2193.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
12041,12,41,1,105,91,5,13,382.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
12043,12,43,1,4555,529,28,4537,3413.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
12044,12,44,1,4036,445,47,3961,1632.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
12045,12,45,1,4314,351,12,4270,1178.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
12046,12,46,1,56,1,0,56,1.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
12047,12,47,1,4310,132,2,4250,265.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
12048,12,48,1,3465,913,13,3295,8011.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
12049,12,49,1,268,16,1,268,63.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
12050,12,50,1,4433,358,1,4400,764.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
12052,12,52,1,3757,629,42,3712,5551.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
12053,12,53,1,4658,1095,8,4624,7481.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
12054,12,54,1,3361,773,36,3296,6760.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
12055,12,55,1,408,56,4,408,286.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
12056,12,56,1,1622,202,4,1583,1046.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
12057,12,57,1,4009,1169,24,3935,8611.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
12058,12,58,1,3318,335,3,3297,1546.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
12059,12,59,1,3405,359,2,3394,1373.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
12060,12,60,1,144,10,0,144,12.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
12061,12,61,1,3025,114,13,2991,207.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
12062,12,62,1,4739,831,50,4679,5475.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
12064,12,64,1,2328,357,8,2279,2029.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
12066,12,66,1,2497,199,12,2490,703.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
12067,12,67,1,1048,143,2,1044,431.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
12068,12,68,1,5291,1278,3,5232,14453.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
12069,12,69,1,4635,139,8,4630,624.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
12070,12,70,1,3287,153,4,3268,570.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
12071,12,71,1,403,401,15,0,1722.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
12073,12,73,1,1946,645,12,1895,5382.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
12074,12,74,1,231,230,11,0,1065.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
12075,12,75,1,2038,363,48,2038,2197.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
12076,12,76,1,89,89,2,0,676.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
12077,12,77,1,2778,211,0,2742,572.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
12078,12,78,1,740,737,35,0,5232.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
12079,12,79,1,74,74,0,0,130.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
12080,12,80,1,162,162,0,0,1328.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
12082,12,82,1,2898,451,0,2836,1365.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
12083,12,83,1,191,189,4,0,470.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
12084,12,84,1,82,80,2,0,197.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
12085,12,85,1,2884,304,0,2867,1484.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
13001,13,1,1,2414,26,22,2409,55.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
13003,13,3,1,163,0,0,163,0.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
13004,13,4,1,3,0,0,3,0.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
13005,13,5,1,13,0,0,13,0.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
13006,13,6,1,433,5,0,433,8.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
13007,13,7,1,14,1,0,14,1.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
13008,13,8,1,1957,17,7,1957,38.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
13009,13,9,1,40,33,17,0,91.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
13010,13,10,1,1038,1038,0,0,4513.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
13011,13,11,1,2,0,0,2,0.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
13012,13,12,1,5138,17,5,5138,30.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
13013,13,13,1,893,893,0,0,1944.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
13014,13,14,1,127,127,1,0,186.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
13015,13,15,1,5350,25,5,5350,54.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
13017,13,17,1,1902,9,0,1901,15.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
13018,13,18,1,753,21,1,753,40.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
13019,13,19,1,5643,30,0,5643,37.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
13020,13,20,1,13,11,2,0,23.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
13021,13,21,1,122,17,1,122,97.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
13022,13,22,1,4165,50,17,4164,108.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
13023,13,23,1,17,17,0,0,25.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
13024,13,24,1,4731,5,17,4731,6.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
13025,13,25,1,4495,403,0,4495,883.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
13027,13,27,1,123,5,0,123,14.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
13028,13,28,1,1867,86,0,1862,132.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
13029,13,29,1,5163,1455,1,5137,2362.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
13030,13,30,1,5281,64,0,5281,88.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
13031,13,31,1,14,14,1,0,25.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
13032,13,32,1,455,1,0,455,1.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
13033,13,33,1,70,69,4,0,146.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
13035,13,35,1,3833,15,7,3833,22.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
13037,13,37,1,1203,6,0,1203,6.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
13038,13,38,1,2600,10,25,2586,29.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
13039,13,39,1,164,0,2,164,0.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
13040,13,40,1,86,84,3,0,120.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
13041,13,41,1,2479,19,0,2479,26.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
13042,13,42,1,118,61,0,59,108.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
13043,13,43,1,27,20,10,0,190.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
13044,13,44,1,2518,100,1,2512,271.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
13045,13,45,1,565,0,9,565,0.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
13046,13,46,1,5294,674,0,5263,1303.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
13047,13,47,1,150,9,0,141,16.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
13048,13,48,1,4716,60,67,4707,91.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
13049,13,49,1,213,212,1,0,383.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
13050,13,50,1,2263,21,0,2246,23.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
13051,13,51,1,1387,30,9,1383,50.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
13052,13,52,1,282,4,0,282,4.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
13053,13,53,1,219,218,5,0,615.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
13054,13,54,1,47,45,3,0,64.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
13055,13,55,1,43,0,0,43,0.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
13056,13,56,1,2763,16,7,2761,25.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
13057,13,57,1,3488,56,83,3487,143.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
13058,13,58,1,1155,2,1,1155,2.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
13060,13,60,1,2856,77,6,2824,124.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
13063,13,63,1,1,0,0,1,0.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
13064,13,64,1,2411,4,0,2410,11.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
13065,13,65,1,15,15,0,0,25.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
13066,13,66,1,4,4,0,0,7.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
13067,13,67,1,2882,27,2,2879,34.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
13068,13,68,1,101,101,5,0,202.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
13069,13,69,1,1886,30,0,1885,36.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
13070,13,70,1,706,7,0,705,8.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
13071,13,71,1,285,279,11,0,609.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
13073,13,73,1,943,107,1,931,211.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
13075,13,75,1,1806,17,2,1802,27.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
13076,13,76,1,4465,1788,1,4465,6413.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
13077,13,77,1,3745,51,51,3745,112.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
13078,13,78,1,160,160,0,0,354.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
13079,13,79,1,48,47,1,0,82.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
13081,13,81,1,118,9,8,118,13.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
13082,13,82,1,22,22,0,0,29.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
13083,13,83,1,26,0,0,26,0.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
13084,13,84,1,44,0,0,44,0.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
14001,14,1,1,196,195,5,0,769.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
14002,14,2,1,5125,514,17,5084,1268.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
14003,14,3,1,3744,514,72,3645,1282.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
14005,14,5,1,41,0,0,41,0.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
14006,14,6,1,3024,484,24,2932,1446.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
14007,14,7,1,2700,526,80,2364,1168.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
14008,14,8,1,6569,994,6,6457,2861.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
14009,14,9,1,392,337,99,0,776.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
14010,14,10,1,726,188,71,499,701.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
14011,14,11,1,245,237,17,0,957.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
14012,14,12,1,4558,245,95,4526,903.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
14013,14,13,1,2005,405,23,1851,1053.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
14014,14,14,1,319,4,0,317,5.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
14015,14,15,1,37,1,0,37,1.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
14016,14,16,1,70,69,1,0,148.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
14017,14,17,1,476,463,34,0,1752.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
14018,14,18,1,1543,310,11,1464,931.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
14019,14,19,1,4158,387,105,4110,2398.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
14020,14,20,1,3446,625,105,3291,5351.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
14021,14,21,1,1763,707,113,1094,3108.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
14022,14,22,1,3596,539,17,3592,2631.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
14023,14,23,1,2713,200,73,2644,479.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
14025,14,25,1,4142,58,44,4133,149.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
14026,14,26,1,1518,169,66,1477,719.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
14027,14,27,1,3606,494,110,3563,4289.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
14028,14,28,1,238,220,35,0,665.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
14029,14,29,1,2613,179,3,2600,439.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
14030,14,30,1,552,76,4,549,246.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
14031,14,31,1,280,100,18,175,383.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
14032,14,32,1,308,266,82,0,866.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
14033,14,33,1,1705,270,8,1632,810.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
14034,14,34,1,43,1,0,43,15.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
14035,14,35,1,287,279,18,0,728.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
14036,14,36,1,2582,126,21,2544,262.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
14037,14,37,1,127,126,3,0,174.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
14038,14,38,1,3979,524,36,3859,3088.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
14039,14,39,1,1,0,0,1,0.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
14040,14,40,1,288,3,0,288,4.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
14041,14,41,1,3371,15,2,3369,21.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
14042,14,42,1,3512,71,25,3500,502.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
14043,14,43,1,3564,987,42,3472,12013.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
14044,14,44,1,2467,269,14,2443,725.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
14045,14,45,1,248,42,2,208,74.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
14046,14,46,1,573,131,3,555,340.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
14047,14,47,1,4070,242,2,3978,450.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
14048,14,48,1,493,91,4,412,463.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
14049,14,49,1,1999,526,11,1919,3819.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
14050,14,50,1,356,40,6,353,92.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
14051,14,51,1,206,203,14,0,754.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
14052,14,52,1,1470,108,6,1464,295.0,Cluster 1,Actividad térmica media con incendios registrados relevantes,Media,Alta,Media,#D97706,3
